accountNumber,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCategoryCode,currentBalance
552158878,5000,1825.92,2016-06-17T12:21:00,140.48,Regal Cinemas #276341,entertainment,3174.08
552158878,5000,1685.44,2016-06-18T06:39:47,5.09,EZ Putt Putt #982199,entertainment,3314.56
552158878,5000,1680.35,2016-06-18T06:41:33,5.09,EZ Putt Putt #982199,entertainment,3319.65
552158878,5000,1685.44,2016-06-18T10:44:17,502.35,AMC #191138,entertainment,3314.56
552158878,5000,1183.09,2016-06-18T17:55:44,462.4,AMC #692956,entertainment,3816.91
552158878,5000,720.69,2016-06-18T20:23:59,50.34,EZ Putt Putt #755869,entertainment,4279.31
552158878,5000,670.35,2016-06-19T03:11:29,24.58,EZ Putt Putt #982199,entertainment,4329.65
552158878,5000,645.77,2016-06-20T23:17:22,440.16,AMC #552863,entertainment,4354.23
552158878,5000,3182.42,2016-06-21T03:15:59,48.47,AMC #692956,entertainment,1817.58
552158878,5000,3133.95,2016-06-21T05:35:48,58.02,AMC #191138,entertainment,1866.05
552158878,5000,3075.93,2016-06-22T03:51:05,116.59,AMC #606218,entertainment,1924.07
552158878,5000,2959.34,2016-06-23T05:46:06,198.99,AMC #128743,entertainment,2040.66
552158878,5000,2760.35,2016-06-23T22:37:40,92.02,EZ Putt Putt #240241,entertainment,2239.65
552158878,5000,2668.33,2016-06-23T23:36:58,0,AMC #692956,entertainment,2331.67
552158878,5000,2668.33,2016-06-23T23:37:15,0,AMC #692956,entertainment,2331.67
552158878,5000,2668.33,2016-06-24T02:31:03,116.33,EZ Putt Putt #40513,entertainment,2331.67
552158878,5000,2552,2016-06-24T05:38:05,293.56,Regal Cinemas #276341,entertainment,2448
552158878,5000,2258.44,2016-06-25T08:10:45,208.39,AMC #692956,entertainment,2741.56
552158878,5000,2050.05,2016-06-26T00:48:31,358.65,AMC #606218,entertainment,2949.95
552158878,5000,1691.4,2016-06-26T03:00:56,55.68,AMC #74121,entertainment,3308.6
552158878,5000,1635.72,2016-06-26T05:01:15,15.41,Regal Cinemas #729464,entertainment,3364.28
552158878,5000,1620.31,2016-06-26T06:22:11,246.36,EZ Putt Putt #503815,entertainment,3379.69
552158878,5000,1373.95,2016-06-26T14:32:51,292.3,AMC #606218,entertainment,3626.05
552158878,5000,1081.65,2016-06-26T22:18:54,205.15,EZ Putt Putt #503815,entertainment,3918.35
552158878,5000,876.5,2016-06-27T02:16:32,326.58,AMC #552863,entertainment,4123.5
552158878,5000,549.92,2016-06-30T02:32:59,127.81,Regal Cinemas #05791,entertainment,4450.08
552158878,5000,447.11,2016-07-01T23:22:52,162.37,KFC #760509,fastfood,4552.89
552158878,5000,284.74,2016-07-02T08:54:52,217,AMC #552863,entertainment,4715.26
552158878,5000,3089.94,2016-07-02T13:34:15,68.36,AMC #552863,entertainment,1910.06
552158878,5000,3021.58,2016-07-02T17:32:29,46.25,Burger King #821700,fastfood,1978.42
552158878,5000,2975.33,2016-07-03T03:37:59,218.21,Regal Cinemas #276341,entertainment,2024.67
552158878,5000,2757.12,2016-07-03T18:33:33,10.2,EZ Putt Putt #551896,entertainment,2242.88
552158878,5000,2746.92,2016-07-03T18:58:24,113.42,Quizno's #357998,fastfood,2253.08
552158878,5000,2633.5,2016-07-03T21:59:02,72.27,EZ Putt Putt #240241,entertainment,2366.5
552158878,5000,2561.23,2016-07-04T00:49:54,43.32,EZ Putt Putt #503815,entertainment,2438.77
552158878,5000,2517.91,2016-07-04T09:21:33,151.07,EZ Putt Putt #503815,entertainment,2482.09
552158878,5000,2366.84,2016-07-04T23:03:44,201.03,Auntie Anne's #39331,fastfood,2633.16
552158878,5000,2165.81,2016-07-05T13:04:16,138.36,AMC #79863,entertainment,2834.19
552158878,5000,2027.45,2016-07-06T06:30:01,314.08,EZ Putt Putt #40513,entertainment,2972.55
552158878,5000,1713.37,2016-07-06T18:14:24,376.74,EZ Putt Putt #503815,entertainment,3286.63
552158878,5000,1336.63,2016-07-07T02:12:25,76.32,AMC #79863,entertainment,3663.37
552158878,5000,1260.31,2016-07-07T03:28:04,184.55,EZ Putt Putt #40513,entertainment,3739.69
552158878,5000,1075.76,2016-07-07T14:15:33,14.58,EZ Putt Putt #755869,entertainment,3924.24
552158878,5000,1061.18,2016-07-10T02:04:34,7.44,AMC #191138,entertainment,3938.82
552158878,5000,1053.74,2016-07-10T05:45:00,112.6,AMC #724446,entertainment,3946.26
552158878,5000,941.14,2016-07-11T12:43:48,105.13,Regal Cinemas #729464,entertainment,4058.86
552158878,5000,836.01,2016-07-12T00:32:40,21.72,AMC #74121,entertainment,4163.99
552158878,5000,814.29,2016-07-12T10:29:02,297.23,AMC #191138,entertainment,4185.71
552158878,5000,517.06,2016-07-12T22:57:30,189.04,KFC #935101,fastfood,4482.94
552158878,5000,328.02,2016-07-13T20:02:14,50.43,AMC #706324,entertainment,4671.98
552158878,5000,277.59,2016-07-14T00:09:01,50.57,AMC #191138,entertainment,4722.41
552158878,5000,869.62,2016-07-14T04:34:23,31.18,EZ Putt Putt #804489,entertainment,4130.38
552158878,5000,838.44,2016-07-14T06:03:33,86.09,AMC #145832,entertainment,4161.56
552158878,5000,752.35,2016-07-14T07:43:34,106.92,AMC #79863,entertainment,4247.65
552158878,5000,645.43,2016-07-14T08:32:17,45.92,EZ Putt Putt #503815,entertainment,4354.57
552158878,5000,599.51,2016-07-14T13:12:01,125.12,AMC #706324,entertainment,4400.49
552158878,5000,474.39,2016-07-14T22:15:32,117.63,EZ Putt Putt #551896,entertainment,4525.61
552158878,5000,356.76,2016-07-15T11:00:30,2.62,EZ Putt Putt #69446,entertainment,4643.24
552158878,5000,354.14,2016-07-16T21:47:42,98.78,AMC #74121,entertainment,4645.86
552158878,5000,255.36,2016-07-17T18:07:55,0,EZ Putt Putt #40513,entertainment,4744.64
552158878,5000,255.36,2016-07-18T15:02:32,89.46,AMC #191138,entertainment,4744.64
552158878,5000,2086.69,2016-07-20T10:01:00,474.4,Burger King #968126,fastfood,2913.31
552158878,5000,1612.29,2016-07-22T11:55:33,85.64,EZ Putt Putt #69446,entertainment,3387.71
552158878,5000,1526.65,2016-07-23T11:33:50,146.06,EZ Putt Putt #69446,entertainment,3473.35
552158878,5000,1380.59,2016-07-25T01:49:40,21.74,Regal Cinemas #05791,entertainment,3619.41
552158878,5000,1358.85,2016-07-25T10:26:23,378.31,Raymour Flanigan,furniture,3641.15
552158878,5000,980.54,2016-07-26T00:24:02,127.01,EZ Putt Putt #240241,entertainment,4019.46
552158878,5000,853.53,2016-07-26T08:27:12,286.03,AMC #552863,entertainment,4146.47
552158878,5000,567.5,2016-07-27T11:02:30,153.17,EZ Putt Putt #804489,entertainment,4432.5
552158878,5000,414.33,2016-07-27T18:14:01,26.42,EZ Putt Putt #804489,entertainment,4585.67
552158878,5000,387.91,2016-07-28T06:33:30,166.37,Subway #970858,fastfood,4612.09
552158878,5000,3541.44,2016-07-28T12:38:48,57.47,EZ Putt Putt #503815,entertainment,1458.56
552158878,5000,3483.97,2016-07-28T18:24:20,0,AMC #145832,entertainment,1516.03
552158878,5000,3483.97,2016-07-29T02:12:20,14.33,EZ Putt Putt #755869,entertainment,1516.03
552158878,5000,3469.64,2016-07-29T03:43:29,161.93,AMC #79863,entertainment,1530.36
552158878,5000,3307.71,2016-07-29T13:05:59,304.26,Regal Cinemas #729464,entertainment,1692.29
552158878,5000,3003.45,2016-07-29T16:20:59,18.74,EZ Putt Putt #69446,entertainment,1996.55
552158878,5000,2984.71,2016-07-30T01:27:04,429.98,AMC #552863,entertainment,2015.29
552158878,5000,2554.73,2016-07-30T06:30:46,49.11,AMC #552863,entertainment,2445.27
552158878,5000,2505.62,2016-07-30T12:17:56,170.02,AMC #145832,entertainment,2494.38
552158878,5000,2335.6,2016-07-30T20:35:00,72.59,AMC #74121,entertainment,2664.4
552158878,5000,2263.01,2016-07-31T00:11:17,357.59,AMC #79863,entertainment,2736.99
552158878,5000,1905.42,2016-07-31T05:47:10,4.08,EZ Putt Putt #804489,entertainment,3094.58
552158878,5000,1901.34,2016-07-31T16:48:36,10.84,AMC #191138,entertainment,3098.66
552158878,5000,1915.5,2016-08-01T15:41:22,60.12,EZ Putt Putt #503815,entertainment,3084.5
552158878,5000,1855.38,2016-08-02T05:18:14,485.65,Regal Cinemas #05791,entertainment,3144.62
552158878,5000,1369.73,2016-08-03T22:46:14,314.08,EZ Putt Putt #40513,entertainment,3630.27
552158878,5000,1683.81,2016-08-04T12:40:59,257.47,EZ Putt Putt #503815,entertainment,3316.19
552158878,5000,1426.34,2016-08-05T07:45:33,40.14,AMC #128743,entertainment,3573.66
552158878,5000,1386.2,2016-08-05T09:43:17,89.16,EZ Putt Putt #40513,entertainment,3613.8
552158878,5000,1297.04,2016-08-05T12:01:52,0,Regal Cinemas #276341,entertainment,3702.96
552158878,5000,1297.04,2016-08-06T00:06:18,185.78,EZ Putt Putt #982199,entertainment,3702.96
552158878,5000,1111.26,2016-08-06T01:00:26,1.25,EZ Putt Putt #551896,entertainment,3888.74
552158878,5000,1110.01,2016-08-07T11:33:27,48.91,AMC #552863,entertainment,3889.99
552158878,5000,1061.1,2016-08-07T21:25:48,66.52,EZ Putt Putt #69446,entertainment,3938.9
552158878,5000,994.58,2016-08-08T05:12:05,37.79,EZ Putt Putt #804489,entertainment,4005.42
552158878,5000,956.79,2016-08-08T16:00:06,60.04,EZ Putt Putt #503815,entertainment,4043.21
552158878,5000,896.75,2016-08-09T14:25:35,33.84,AMC #74121,entertainment,4103.25
552158878,5000,862.91,2016-08-10T03:04:48,78.6,Regal Cinemas #276341,entertainment,4137.09
552158878,5000,784.31,2016-08-10T23:29:36,61.36,AMC #74121,entertainment,4215.69
552158878,5000,722.95,2016-08-11T14:41:55,7.6,Regal Cinemas #729464,entertainment,4277.05
552158878,5000,715.35,2016-08-12T18:14:35,40.72,EZ Putt Putt #40513,entertainment,4284.65
552158878,5000,674.63,2016-08-13T12:29:11,143.76,EZ Putt Putt #40513,entertainment,4325.37
552158878,5000,530.87,2016-08-13T14:40:55,136.75,EZ Putt Putt #551896,entertainment,4469.13
552158878,5000,394.12,2016-08-13T23:59:22,331.98,Quizno's #949567,fastfood,4605.88
552158878,5000,1730.47,2016-08-14T21:33:42,653.37,EZ Putt Putt #240241,entertainment,3269.53
552158878,5000,1077.1,2016-08-14T21:34:22,653.37,EZ Putt Putt #240241,entertainment,3922.9
552158878,5000,1730.47,2016-08-15T02:35:37,189.91,AMC #74121,entertainment,3269.53
552158878,5000,1540.56,2016-08-16T15:35:23,142.1,AMC #145832,entertainment,3459.44
552158878,5000,1398.46,2016-08-17T00:20:48,180.94,AMC #552863,entertainment,3601.54
552158878,5000,1217.52,2016-08-17T02:26:05,118.68,EZ Putt Putt #982199,entertainment,3782.48
552158878,5000,1098.84,2016-08-17T17:19:55,3.67,AMC #606218,entertainment,3901.16
552158878,5000,1095.17,2016-08-17T18:58:36,34.22,EZ Putt Putt #982199,entertainment,3904.83
552158878,5000,1060.95,2016-08-18T17:36:13,58.67,EZ Putt Putt #982199,entertainment,3939.05
552158878,5000,1002.28,2016-08-18T17:54:52,173.26,AMC #79863,entertainment,3997.72
552158878,5000,829.02,2016-08-18T22:46:48,201.35,AMC #128743,entertainment,4170.98
552158878,5000,627.67,2016-08-19T02:56:41,0,AMC #724446,entertainment,4372.33
552158878,5000,627.67,2016-08-21T21:27:48,527.72,Tim Hortons #294554,fastfood,4372.33
552158878,5000,3927.93,2016-08-22T20:53:33,290.55,Lyft,rideshare,1072.07
552158878,5000,3637.38,2016-08-24T08:28:32,162.12,EZ Putt Putt #503815,entertainment,1362.62
552158878,5000,3475.26,2016-08-25T01:06:55,56.42,Wendys #39414,fastfood,1524.74
552158878,5000,3418.84,2016-08-26T12:36:45,136.79,AMC #79863,entertainment,1581.16
552158878,5000,3282.05,2016-08-26T18:35:25,93.39,AMC #74121,entertainment,1717.95
552158878,5000,3188.66,2016-08-27T01:41:39,230.22,Domino's Pizza #530652,fastfood,1811.34
552158878,5000,2958.44,2016-08-28T05:51:54,0.95,AMC #145832,entertainment,2041.56
552158878,5000,2957.49,2016-08-28T10:31:13,123.63,EZ Putt Putt #551896,entertainment,2042.51
552158878,5000,2833.86,2016-08-28T19:26:15,260.15,EZ Putt Putt #551896,entertainment,2166.14
552158878,5000,2573.71,2016-08-29T20:05:08,1.66,Cinnabon #72579,fastfood,2426.29
552158878,5000,2572.05,2016-08-30T17:12:38,225.04,Subway #360346,fastfood,2427.95
552158878,5000,2347.01,2016-08-31T00:44:20,73.88,AMC #145832,entertainment,2652.99
552158878,5000,2273.13,2016-08-31T11:13:38,92.74,AMC #128743,entertainment,2726.87
552158878,5000,2205.39,2016-09-01T19:25:54,60.07,EZ Putt Putt #40513,entertainment,2794.61
552158878,5000,2145.32,2016-09-03T11:59:42,5.84,AMC #79863,entertainment,2854.68
552158878,5000,2139.48,2016-09-03T12:00:33,5.84,AMC #79863,entertainment,2860.52
552158878,5000,2133.64,2016-09-04T03:31:28,0,AMC #706324,entertainment,2866.36
552158878,5000,2133.64,2016-09-05T23:04:28,143.76,EZ Putt Putt #40513,entertainment,2866.36
552158878,5000,2277.4,2016-09-07T13:22:22,67.71,EZ Putt Putt #69446,entertainment,2722.6
552158878,5000,2209.69,2016-09-07T22:41:41,121.75,AMC #191138,entertainment,2790.31
552158878,5000,2087.94,2016-09-08T07:59:24,79.43,AMC #145832,entertainment,2912.06
552158878,5000,2008.51,2016-09-09T00:34:52,116.51,AMC #79863,entertainment,2991.49
552158878,5000,1892,2016-09-10T10:19:58,136.75,EZ Putt Putt #551896,entertainment,3108
552158878,5000,2028.75,2016-09-10T19:11:17,378.67,Popeyes #797184,fastfood,2971.25
552158878,5000,1650.08,2016-09-11T21:18:36,52.64,Regal Cinemas #729464,entertainment,3349.92
552158878,5000,1597.44,2016-09-12T02:31:50,229.43,AMC #128743,entertainment,3402.56
552158878,5000,1368.01,2016-09-12T04:03:05,20.14,AMC #552863,entertainment,3631.99
552158878,5000,1347.87,2016-09-12T15:35:19,1.73,AMC #724446,entertainment,3652.13
552158878,5000,1346.14,2016-09-12T16:50:00,3.78,AMC #128743,entertainment,3653.86
552158878,5000,1342.36,2016-09-12T16:55:18,131.85,AMC #692956,entertainment,3657.64
552158878,5000,1210.51,2016-09-13T18:55:29,82.97,EZ Putt Putt #69446,entertainment,3789.49
552158878,5000,1127.54,2016-09-14T06:11:50,199.71,AMC #191138,entertainment,3872.46
552158878,5000,927.83,2016-09-15T08:33:17,36.18,AMC #606218,entertainment,4072.17
552158878,5000,891.65,2016-09-15T13:49:24,52.67,Regal Cinemas #276341,entertainment,4108.35
552158878,5000,838.98,2016-09-16T00:46:47,135.2,AMC #79863,entertainment,4161.02
552158878,5000,703.78,2016-09-16T13:26:43,129.66,AMC #79863,entertainment,4296.22
552158878,5000,574.12,2016-09-17T06:11:14,179.7,EZ Putt Putt #40513,entertainment,4425.88
552158878,5000,394.42,2016-09-17T08:00:50,34.62,Regal Cinemas #276341,entertainment,4605.58
552158878,5000,359.8,2016-09-18T04:10:43,199.46,AMC #724446,entertainment,4640.2
552158878,5000,955.49,2016-09-18T22:20:17,32.94,AMC #706324,entertainment,4044.51
552158878,5000,922.55,2016-09-18T23:03:04,163.72,EZ Putt Putt #982199,entertainment,4077.45
552158878,5000,758.83,2016-09-19T10:25:20,165.54,EZ Putt Putt #503815,entertainment,4241.17
552158878,5000,593.29,2016-09-19T15:47:10,51.68,EZ Putt Putt #982199,entertainment,4406.71
552158878,5000,541.61,2016-09-20T07:29:03,505.98,EZ Putt Putt #240241,entertainment,4458.39
552158878,5000,4431.62,2016-09-21T05:49:34,12.09,AMC #79863,entertainment,568.38
552158878,5000,4419.53,2016-09-21T21:15:46,84.86,AMC #74121,entertainment,580.47
552158878,5000,4334.67,2016-09-22T15:53:49,188.92,AMC #606218,entertainment,665.33
552158878,5000,4145.75,2016-09-24T07:42:17,169.79,AMC #706324,entertainment,854.25
552158878,5000,3975.96,2016-09-24T11:09:13,86.64,AMC #191138,entertainment,1024.04
552158878,5000,3889.32,2016-09-26T12:42:58,323.11,EZ Putt Putt #755869,entertainment,1110.68
552158878,5000,3566.21,2016-09-26T16:23:40,428.86,Wendys #101984,fastfood,1433.79
552158878,5000,3137.35,2016-09-27T09:57:19,156.78,EZ Putt Putt #40513,entertainment,1862.65
552158878,5000,2980.57,2016-09-28T16:00:29,114.87,EZ Putt Putt #982199,entertainment,2019.43
552158878,5000,2865.7,2016-09-28T22:47:41,108.95,EZ Putt Putt #69446,entertainment,2134.3
552158878,5000,2756.75,2016-09-29T14:24:28,114.28,AMC #552863,entertainment,2243.25
552158878,5000,2642.47,2016-09-30T05:54:46,87.45,AMC #145832,entertainment,2357.53
552158878,5000,2555.02,2016-09-30T06:19:03,35.43,AMC #724446,entertainment,2444.98
552158878,5000,2519.59,2016-09-30T09:29:41,77.61,Regal Cinemas #276341,entertainment,2480.41
552158878,5000,2466.98,2016-10-01T14:18:11,357.59,AMC #724446,entertainment,2533.02
552158878,5000,2109.39,2016-10-01T18:18:47,10.6,Dairy Queen #699843,fastfood,2890.61
552158878,5000,2098.79,2016-10-02T02:20:45,120.74,AMC #724446,entertainment,2901.21
552158878,5000,1978.05,2016-10-02T03:51:05,45.6,AMC #191138,entertainment,3021.95
552158878,5000,1932.45,2016-10-02T11:21:55,0,EZ Putt Putt #503815,entertainment,3067.55
552158878,5000,1932.45,2016-10-03T01:33:32,43.36,EZ Putt Putt #755869,entertainment,3067.55
552158878,5000,1889.09,2016-10-03T08:45:53,15.33,AMC #706324,entertainment,3110.91
552158878,5000,1873.76,2016-10-03T10:38:57,163.72,EZ Putt Putt #982199,entertainment,3126.24
552158878,5000,2037.48,2016-10-03T18:51:45,150.7,AMC #706324,entertainment,2962.52
552158878,5000,1886.78,2016-10-04T04:33:58,57.52,AMC #706324,entertainment,3113.22
552158878,5000,1829.26,2016-10-05T11:56:28,273.34,EZ Putt Putt #69446,entertainment,3170.74
552158878,5000,1555.92,2016-10-07T08:16:51,78.66,Regal Cinemas #05791,entertainment,3444.08
552158878,5000,1477.26,2016-10-07T15:28:25,22.33,EZ Putt Putt #804489,entertainment,3522.74
552158878,5000,1454.93,2016-10-07T18:51:45,304.29,AMC #79863,entertainment,3545.07
552158878,5000,1150.64,2016-10-08T10:21:37,26.5,Starbucks #596555,fastfood,3849.36
552158878,5000,1124.14,2016-10-08T19:31:33,129.13,EZ Putt Putt #551896,entertainment,3875.86
552158878,5000,995.01,2016-10-09T00:05:45,8.23,EZ Putt Putt #755869,entertainment,4004.99
552158878,5000,986.78,2016-10-09T04:35:58,0.49,Regal Cinemas #05791,entertainment,4013.22
552158878,5000,986.29,2016-10-10T01:45:35,114.03,EZ Putt Putt #755869,entertainment,4013.71
552158878,5000,872.26,2016-10-10T14:20:33,186.51,EZ Putt Putt #551896,entertainment,4127.74
552158878,5000,685.75,2016-10-10T16:39:22,103.57,Regal Cinemas #05791,entertainment,4314.25
552158878,5000,582.18,2016-10-10T19:59:05,182.8,EZ Putt Putt #40513,entertainment,4417.82
552158878,5000,399.38,2016-10-11T16:09:12,13.76,AMC #552863,entertainment,4600.62
552158878,5000,385.62,2016-10-12T12:25:58,90.37,EZ Putt Putt #40513,entertainment,4614.38
552158878,5000,295.25,2016-10-12T15:11:27,132.06,EZ Putt Putt #69446,entertainment,4704.75
552158878,5000,2878.04,2016-10-13T20:33:36,83.47,EZ Putt Putt #40513,entertainment,2121.96
552158878,5000,2794.57,2016-10-13T23:40:59,61.77,Regal Cinemas #276341,entertainment,2205.43
552158878,5000,2732.8,2016-10-14T16:37:33,180.51,Burger King #780004,fastfood,2267.2
552158878,5000,2552.29,2016-10-16T06:33:25,119.75,Regal Cinemas #05791,entertainment,2447.71
552158878,5000,2432.54,2016-10-16T13:58:53,439.1,EZ Putt Putt #69446,entertainment,2567.46
552158878,5000,1993.44,2016-10-16T15:45:25,37.8,Wendys #295621,fastfood,3006.56
552158878,5000,1955.64,2016-10-16T17:13:37,71.53,EZ Putt Putt #551896,entertainment,3044.36
552158878,5000,1884.11,2016-10-17T18:23:52,81.47,Hardee's #315854,fastfood,3115.89
552158878,5000,1802.64,2016-10-19T00:52:10,238.21,AMC #191138,entertainment,3197.36
552158878,5000,1564.43,2016-10-19T04:35:12,436.56,AMC #692956,entertainment,3435.57
552158878,5000,1127.87,2016-10-19T05:36:24,8.15,EZ Putt Putt #982199,entertainment,3872.13
552158878,5000,1119.72,2016-10-19T13:53:46,0,EZ Putt Putt #503815,entertainment,3880.28
552158878,5000,1119.72,2016-10-20T02:15:35,172.79,Burger King #301056,fastfood,3880.28
552158878,5000,946.93,2016-10-20T02:27:19,612.22,Popeyes #344053,fastfood,4053.07
552158878,5000,334.71,2016-10-21T00:49:21,301.85,AMC #191138,entertainment,4665.29
552158878,5000,3258.88,2016-10-21T04:47:40,584.91,EZ Putt Putt #503815,entertainment,1741.12
552158878,5000,2673.97,2016-10-21T04:49:26,584.91,EZ Putt Putt #503815,entertainment,2326.03
552158878,5000,3258.88,2016-10-22T06:51:07,186.73,EZ Putt Putt #982199,entertainment,1741.12
552158878,5000,3072.15,2016-10-22T17:21:38,53.34,AMC #692956,entertainment,1927.85
552158878,5000,3018.81,2016-10-23T10:44:12,1.05,EZ Putt Putt #40513,entertainment,1981.19
552158878,5000,3017.76,2016-10-24T08:15:19,93.42,AMC #79863,entertainment,1982.24
552158878,5000,2924.34,2016-10-24T17:33:42,108.65,Regal Cinemas #276341,entertainment,2075.66
552158878,5000,2815.69,2016-10-25T03:58:13,28.88,EZ Putt Putt #982199,entertainment,2184.31
552158878,5000,2786.81,2016-10-25T05:34:42,58.61,EZ Putt Putt #804489,entertainment,2213.19
552158878,5000,2728.2,2016-10-25T09:31:41,47.65,EZ Putt Putt #69446,entertainment,2271.8
552158878,5000,2680.55,2016-10-25T23:17:49,68.65,EZ Putt Putt #503815,entertainment,2319.45
552158878,5000,2611.9,2016-10-26T12:55:38,4.24,EZ Putt Putt #982199,entertainment,2388.1
552158878,5000,2607.66,2016-10-27T05:05:11,172.8,AMC #692956,entertainment,2392.34
552158878,5000,2434.86,2016-10-30T15:59:38,94.6,Arbys #364155,fastfood,2565.14
552158878,5000,2340.26,2016-10-31T04:35:13,117.04,AMC #552863,entertainment,2659.74
552158878,5000,2248.22,2016-11-01T03:09:21,93.08,AMC #128743,entertainment,2751.78
552158878,5000,2155.14,2016-11-01T10:26:26,17.35,Hardee's #409032,fastfood,2844.86
552158878,5000,2137.79,2016-11-01T16:05:30,87.41,EZ Putt Putt #69446,entertainment,2862.21
552158878,5000,2050.38,2016-11-02T15:08:19,1144.22,Regal Cinemas #276341,entertainment,2949.62
552158878,5000,906.16,2016-11-02T18:44:45,1.99,AMC #74121,entertainment,4093.84
552158878,5000,904.17,2016-11-03T00:09:55,15.92,Dunkin' Donuts #83377,fastfood,4095.83
552158878,5000,888.25,2016-11-03T01:51:10,143.44,EZ Putt Putt #69446,entertainment,4111.75
552158878,5000,744.81,2016-11-03T07:42:37,0,AMC #191138,entertainment,4255.19
552158878,5000,744.81,2016-11-03T08:56:43,60.49,EZ Putt Putt #755869,entertainment,4255.19
552158878,5000,684.32,2016-11-04T04:40:37,220.51,KFC #313640,fastfood,4315.68
552158878,5000,463.81,2016-11-06T00:39:15,238.21,AMC #191138,entertainment,4536.19
552158878,5000,702.02,2016-11-06T12:14:56,537.42,Popeyes #196562,fastfood,4297.98
552158878,5000,2205.25,2016-11-07T11:58:32,116.96,EZ Putt Putt #40513,entertainment,2794.75
552158878,5000,2088.29,2016-11-08T00:03:30,18.68,EZ Putt Putt #240241,entertainment,2911.71
552158878,5000,2069.61,2016-11-08T04:05:59,238.2,Regal Cinemas #276341,entertainment,2930.39
552158878,5000,1831.41,2016-11-08T04:21:21,8.79,Regal Cinemas #276341,entertainment,3168.59
552158878,5000,1822.62,2016-11-08T06:41:35,56.46,EZ Putt Putt #503815,entertainment,3177.38
552158878,5000,1766.16,2016-11-09T05:47:48,581.03,Regal Cinemas #729464,entertainment,3233.84
552158878,5000,1185.13,2016-11-10T01:45:59,24.87,EZ Putt Putt #755869,entertainment,3814.87
552158878,5000,1160.26,2016-11-10T17:44:21,43.61,Regal Cinemas #276341,entertainment,3839.74
552158878,5000,1116.65,2016-11-12T19:54:00,32.37,AMC #552863,entertainment,3883.35
552158878,5000,1084.28,2016-11-12T23:00:38,10.58,AMC #79863,entertainment,3915.72
552158878,5000,1073.7,2016-11-13T00:21:15,117.76,AMC #79863,entertainment,3926.3
552158878,5000,955.94,2016-11-14T03:55:33,25.35,EZ Putt Putt #755869,entertainment,4044.06
552158878,5000,930.59,2016-11-14T14:02:24,26.5,EZ Putt Putt #69446,entertainment,4069.41
552158878,5000,904.09,2016-11-14T19:59:04,186.73,EZ Putt Putt #982199,entertainment,4095.91
552158878,5000,1090.82,2016-11-15T02:32:36,26.52,Starbucks #133985,fastfood,3909.18
552158878,5000,1064.3,2016-11-15T08:37:55,181.18,AMC #552863,entertainment,3935.7
552158878,5000,883.12,2016-11-15T12:54:17,13.4,AMC #128743,entertainment,4116.88
552158878,5000,869.72,2016-11-15T17:59:36,39.22,AMC #552863,entertainment,4130.28
552158878,5000,830.5,2016-11-15T22:31:18,662.37,AMC #724446,entertainment,4169.5
552158878,5000,284.23,2016-11-15T23:25:20,65,Regal Cinemas #276341,entertainment,4715.77
552158878,5000,2253.81,2016-11-16T03:07:54,173.52,EZ Putt Putt #240241,entertainment,2746.19
552158878,5000,2080.29,2016-11-16T10:52:05,202.55,AMC #706324,entertainment,2919.71
552158878,5000,1877.74,2016-11-16T22:27:33,258.03,AMC #692956,entertainment,3122.26
552158878,5000,1619.71,2016-11-18T05:17:46,290.51,EZ Putt Putt #982199,entertainment,3380.29
552158878,5000,1329.2,2016-11-18T19:54:59,17.5,EZ Putt Putt #551896,entertainment,3670.8
552158878,5000,1311.7,2016-11-19T01:10:21,0,AMC #692956,entertainment,3688.3
552158878,5000,1311.7,2016-11-19T05:28:08,55.39,EZ Putt Putt #240241,entertainment,3688.3
552158878,5000,1256.31,2016-11-19T14:42:55,16.59,Dunkin' Donuts #458393,fastfood,3743.69
552158878,5000,1239.72,2016-11-20T07:02:03,6.67,EZ Putt Putt #240241,entertainment,3760.28
552158878,5000,1233.05,2016-11-20T13:53:30,234.52,Regal Cinemas #729464,entertainment,3766.95
552158878,5000,998.53,2016-11-21T19:27:17,137.99,AMC #724446,entertainment,4001.47
552158878,5000,860.54,2016-11-21T19:31:11,431.49,AMC #706324,entertainment,4139.46
552158878,5000,429.05,2016-11-22T07:46:28,91.09,Regal Cinemas #05791,entertainment,4570.95
552158878,5000,337.96,2016-11-23T03:21:22,20.71,EZ Putt Putt #551896,entertainment,4662.04
552158878,5000,317.25,2016-11-23T20:04:30,259.51,AMC #79863,entertainment,4682.75
552158878,5000,2616.84,2016-11-23T22:27:54,16.9,AMC #552863,entertainment,2383.16
552158878,5000,2599.94,2016-11-24T13:32:47,54.41,AMC #606218,entertainment,2400.06
552158878,5000,2545.53,2016-11-24T17:56:04,405.53,AMC #74121,entertainment,2454.47
552158878,5000,2140,2016-11-24T20:50:30,14.28,AMC #606218,entertainment,2860
552158878,5000,2125.72,2016-11-26T04:06:37,43.91,Lyft,rideshare,2874.28
552158878,5000,2081.81,2016-11-26T11:49:57,3.42,AMC #552863,entertainment,2918.19
552158878,5000,2078.39,2016-11-26T14:30:42,279.06,Regal Cinemas #05791,entertainment,2921.61
552158878,5000,1799.33,2016-11-27T04:45:24,6.29,AMC #606218,entertainment,3200.67
552158878,5000,1793.04,2016-11-27T13:06:34,31.24,Regal Cinemas #276341,entertainment,3206.96
